model,allocation,tie_rule,score,clip,source_group,N,B,A,E,risk,retention,risk_pass,coverage_pass,joint_pass,zero_retained,count_lower_bound
PraNet,global,sha256,negative_area_fraction,case39_2,case39,2160,363,2017,220,0.10907288051561725,0.9337962962962963,True,True,True,False,0.10907288051561725
PraNet,global,sha256,negative_area_fraction,case3_1,case3,1584,219,1472,107,0.07269021739130435,0.9292929292929293,True,True,True,False,0.07269021739130435
PraNet,global,sha256,negative_area_fraction,case40,case40,1272,401,1046,175,0.16730401529636713,0.8223270440251572,False,True,False,False,0.16730401529636713
PraNet,global,sha256,negative_area_fraction,case43,case43,2080,165,1971,56,0.028411973617453068,0.9475961538461538,True,True,True,False,0.028411973617453068
PraNet,global,sha256,negative_area_fraction,case47_2,case47,1200,65,1170,35,0.029914529914529916,0.975,True,True,True,False,0.029914529914529916
PraNet,global,sha256,negative_area_fraction,case47_4,case47,1064,0,1064,0,0.0,1.0,True,True,True,False,0.0
PraNet,global,sha256,negative_area_fraction,case48,case48,1408,382,1182,156,0.1319796954314721,0.8394886363636364,True,True,True,False,0.1319796954314721
PraNet,global,sha256,negative_area_fraction,case50_2,case50,1200,9,1199,8,0.006672226855713094,0.9991666666666666,True,True,True,False,0.006672226855713094
PraNet,global,sha256,negative_area_fraction,case50_4,case50,1896,162,1847,113,0.061180292365998916,0.9741561181434599,True,True,True,False,0.061180292365998916
PraNet,global,sha256,negative_area_fraction,case51_10,case51,1744,44,1736,36,0.020737327188940093,0.9954128440366973,True,True,True,False,0.020737327188940093
PraNet,global,sha256,negative_area_fraction,case51_3,case51,1680,209,1573,102,0.06484424666242848,0.9363095238095238,True,True,True,False,0.06484424666242848
PraNet,global,sha256,negative_area_fraction,case51_5,case51,1200,115,1133,48,0.04236540158870256,0.9441666666666667,True,True,True,False,0.04236540158870256
PraNet,global,sha256,negative_area_fraction,case51_7,case51,1072,278,910,116,0.12747252747252746,0.8488805970149254,True,True,True,False,0.12747252747252746
PraNet,global,sha256,negative_area_fraction,case51_9,case51,1200,263,1147,210,0.18308631211857018,0.9558333333333333,False,True,False,False,0.18308631211857018
PraNet,global,sha256,negative_area_fraction,case54_1,case54,1688,865,1117,294,0.26320501342882724,0.6617298578199052,False,True,False,False,0.26320501342882724
PraNet,global,sha256,negative_area_fraction,case56_1,case56,1200,75,1162,37,0.031841652323580036,0.9683333333333334,True,True,True,False,0.031841652323580036
PraNet,global,sha256,negative_area_fraction,case5_4,case5,1200,18,1195,13,0.010878661087866108,0.9958333333333333,True,True,True,False,0.010878661087866108
PraNet,global,sha256,negative_area_fraction,case60,case60,1168,1043,622,497,0.7990353697749196,0.5325342465753424,False,True,False,False,0.7990353697749196
PraNet,global,sha256,negative_area_fraction,case61_3,case61,1768,71,1734,37,0.021337946943483274,0.9807692307692307,True,True,True,False,0.021337946943483274
PraNet,global,sha256,negative_area_fraction,case63_3,case63,1384,51,1365,32,0.023443223443223443,0.986271676300578,True,True,True,False,0.023443223443223443
PraNet,global,sha256,negative_area_fraction,case66_2,case66,2584,16,2580,12,0.004651162790697674,0.9984520123839009,True,True,True,False,0.004651162790697674
PraNet,global,sha256,negative_area_fraction,case66_4,case66,1888,0,1888,0,0.0,1.0,True,True,True,False,0.0
PraNet,global,sha256,negative_area_fraction,case66_6,case66,1072,0,1072,0,0.0,1.0,True,True,True,False,0.0
PraNet,global,sha256,negative_area_fraction,case66_9,case66,1600,8,1597,5,0.0031308703819661866,0.998125,True,True,True,False,0.0031308703819661866
PraNet,global,sha256,negative_area_fraction,case68_1,case68,1312,80,1296,64,0.04938271604938271,0.9878048780487805,True,True,True,False,0.04938271604938271
PraNet,global,sha256,negative_area_fraction,case68_3,case68,1304,208,1216,120,0.09868421052631579,0.9325153374233128,True,True,True,False,0.09868421052631579
PraNet,global,sha256,negative_area_fraction,case68_5,case68,1200,29,1194,23,0.019262981574539362,0.995,True,True,True,False,0.019262981574539362
PraNet,global,sha256,negative_area_fraction,case68_7,case68,1840,510,1570,240,0.15286624203821655,0.8532608695652174,False,True,False,False,0.15286624203821655
PraNet,global,sha256,negative_area_fraction,case6_3,case6,1680,1668,552,540,0.9782608695652174,0.32857142857142857,False,False,False,False,0.9782608695652174
PraNet,global,sha256,negative_area_fraction,case71_1,case71,1024,418,809,203,0.25092707045735474,0.7900390625,False,True,False,False,0.25092707045735474
PraNet,global,sha256,negative_area_fraction,case71_5,case71,1808,56,1775,23,0.012957746478873239,0.9817477876106194,True,True,True,False,0.012957746478873239
PraNet,global,sha256,negative_area_fraction,case72_3,case72,832,0,832,0,0.0,1.0,True,True,True,False,0.0
PraNet,global,sha256,negative_area_fraction,case74_1,case74,1256,617,883,244,0.27633069082672707,0.7030254777070064,False,True,False,False,0.27633069082672707
PraNet,global,sha256,negative_area_fraction,case75_1,case75,1200,256,1034,90,0.08704061895551257,0.8616666666666667,True,True,True,False,0.08704061895551257
PraNet,global,sha256,negative_area_fraction,case7_2,case7,1048,58,1017,27,0.02654867256637168,0.9704198473282443,True,True,True,False,0.02654867256637168
PraNet,global,sha256,negative_area_fraction,case80_2,case80,1200,11,1194,5,0.0041876046901172526,0.995,True,True,True,False,0.0041876046901172526
PraNet,global,sha256,negative_area_fraction,case80_4,case80,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
PraNet,global,sha256,negative_area_fraction,case80_6,case80,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
PraNet,global,sha256,negative_area_fraction,case80_8,case80,1160,6,1157,3,0.0025929127052722557,0.9974137931034482,True,True,True,False,0.0025929127052722557
PraNet,global,sha256,negative_area_fraction,case81_2,case81,2192,62,2144,14,0.0065298507462686565,0.9781021897810219,True,True,True,False,0.0065298507462686565
PraNet,global,sha256,negative_area_fraction,case83_3,case83,1072,0,1072,0,0.0,1.0,True,True,True,False,0.0
PraNet,global,sha256,negative_area_fraction,case85_7,case85,1200,547,888,235,0.26463963963963966,0.74,False,True,False,False,0.26463963963963966
PraNet,global,sha256,negative_area_fraction,case86_1,case86,1200,170,1098,68,0.061930783242258654,0.915,True,True,True,False,0.061930783242258654
PraNet,global,sha256,negative_area_fraction,case89,case89,1192,112,1173,93,0.0792838874680307,0.9840604026845637,True,True,True,False,0.0792838874680307
PraNet,global,sha256,negative_area_fraction,case8_2,case8,1128,0,1128,0,0.0,1.0,True,True,True,False,0.0
PraNet,global,sha256,negative_area_fraction,case90_1,case90,1200,42,1180,22,0.01864406779661017,0.9833333333333333,True,True,True,False,0.01864406779661017
PraNet,global,sha256,negative_area_fraction,case91_1,case91,1200,831,682,313,0.45894428152492667,0.5683333333333334,False,True,False,False,0.45894428152492667
PraNet,global,sha256,negative_area_fraction,case91_3,case91,1200,1148,464,412,0.8879310344827587,0.38666666666666666,False,False,False,False,0.8879310344827587
PraNet,global,sha256,negative_area_fraction,case91_5,case91,1200,401,1072,273,0.25466417910447764,0.8933333333333333,False,True,False,False,0.25466417910447764
PraNet,global,sha256,negative_area_fraction,case91_7,case91,1872,216,1759,103,0.05855599772598067,0.9396367521367521,True,True,True,False,0.05855599772598067
PraNet,global,sha256,negative_area_fraction,case93_2,case93,1880,196,1773,89,0.050197405527354765,0.9430851063829787,True,True,True,False,0.050197405527354765
PraNet,global,sha256,negative_area_fraction,case95_1,case95,2072,607,1787,322,0.18019026301063235,0.8624517374517374,False,True,False,False,0.18019026301063235
PraNet,global,sha256,negative_area_fraction,case95_3,case95,1200,1200,384,384,1.0,0.32,False,False,False,False,1.0
PraNet,global,sha256,negative_area_fraction,case96_1,case96,920,629,527,236,0.4478178368121442,0.5728260869565217,False,True,False,False,0.4478178368121442
PraNet,global,sha256,negative_area_fraction,case97_1,case97,1200,1050,587,437,0.7444633730834753,0.4891666666666667,False,False,False,False,0.7444633730834753
PraNet,global,sha256,negative_area_fraction,case97_3,case97,1016,454,806,244,0.3027295285359802,0.7933070866141733,False,True,False,False,0.3027295285359802
PraNet,half_per_clip,identity,confidence_deficit,case10_1,case10,1704,810,1332,438,0.32882882882882886,0.7816901408450704,False,True,False,False,0.32882882882882886
PraNet,half_per_clip,identity,confidence_deficit,case11,case11,904,50,876,22,0.02511415525114155,0.9690265486725663,True,True,True,False,0.02511415525114155
PraNet,half_per_clip,identity,confidence_deficit,case12_2,case12,1984,491,1648,155,0.09405339805825243,0.8306451612903226,True,True,True,False,0.09405339805825243
PraNet,half_per_clip,identity,confidence_deficit,case13_1,case13,784,107,778,101,0.12982005141388175,0.9923469387755102,True,True,True,False,0.12982005141388175
PraNet,half_per_clip,identity,confidence_deficit,case13_3,case13,1408,17,1404,13,0.009259259259259259,0.9971590909090909,True,True,True,False,0.009259259259259259
PraNet,half_per_clip,identity,confidence_deficit,case14_2,case14,1200,1194,600,594,0.99,0.5,False,True,False,False,0.99
PraNet,half_per_clip,identity,confidence_deficit,case14_4,case14,1160,1121,580,541,0.9327586206896552,0.5,False,True,False,False,0.9327586206896552
PraNet,half_per_clip,identity,confidence_deficit,case14_6,case14,1600,1578,800,778,0.9725,0.5,False,True,False,False,0.9725
PraNet,half_per_clip,identity,confidence_deficit,case1_2,case1,1728,3,1725,0,0.0,0.9982638888888888,True,True,True,False,0.0
PraNet,half_per_clip,identity,confidence_deficit,case20_7,case20,1360,474,1079,193,0.1788693234476367,0.7933823529411764,False,True,False,False,0.1788693234476367
PraNet,half_per_clip,identity,confidence_deficit,case20_9,case20,1200,300,983,83,0.0844354018311292,0.8191666666666667,True,True,True,False,0.0844354018311292
PraNet,half_per_clip,identity,confidence_deficit,case24_1,case24,1200,172,1176,148,0.12585034013605442,0.98,True,True,True,False,0.12585034013605442
PraNet,half_per_clip,identity,confidence_deficit,case24_3,case24,1216,0,1216,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,confidence_deficit,case24_5,case24,1200,49,1187,36,0.030328559393428812,0.9891666666666666,True,True,True,False,0.030328559393428812
PraNet,half_per_clip,identity,confidence_deficit,case25_2,case25,1088,77,1059,48,0.0453257790368272,0.9733455882352942,True,True,True,False,0.0453257790368272
PraNet,half_per_clip,identity,confidence_deficit,case29_1,case29,1712,260,1573,121,0.07692307692307693,0.9188084112149533,True,True,True,False,0.07692307692307693
PraNet,half_per_clip,identity,confidence_deficit,case2_3,case2,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,confidence_deficit,case2_6,case2,792,0,792,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,confidence_deficit,case2_9,case2,896,0,896,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,confidence_deficit,case31,case31,1464,50,1461,47,0.03216974674880219,0.9979508196721312,True,True,True,False,0.03216974674880219
PraNet,half_per_clip,identity,confidence_deficit,case32_2,case32,800,6,800,6,0.0075,1.0,True,True,True,False,0.0075
PraNet,half_per_clip,identity,confidence_deficit,case32_4,case32,1480,280,1360,160,0.11764705882352941,0.918918918918919,True,True,True,False,0.11764705882352941
PraNet,half_per_clip,identity,confidence_deficit,case32_6,case32,1368,16,1360,8,0.0058823529411764705,0.9941520467836257,True,True,True,False,0.0058823529411764705
PraNet,half_per_clip,identity,confidence_deficit,case34_2,case34,992,19,991,18,0.018163471241170535,0.998991935483871,True,True,True,False,0.018163471241170535
PraNet,half_per_clip,identity,confidence_deficit,case35_2,case35,720,0,720,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,confidence_deficit,case35_8,case35,928,141,910,123,0.13516483516483516,0.9806034482758621,True,True,True,False,0.13516483516483516
PraNet,half_per_clip,identity,confidence_deficit,case36_2,case36,1200,886,819,505,0.6166056166056166,0.6825,False,True,False,False,0.6166056166056166
PraNet,half_per_clip,identity,confidence_deficit,case36_4,case36,1024,1002,769,747,0.9713914174252276,0.7509765625,False,True,False,False,0.9713914174252276
PraNet,half_per_clip,identity,confidence_deficit,case37_2,case37,1272,115,1230,73,0.05934959349593496,0.9669811320754716,True,True,True,False,0.05934959349593496
PraNet,half_per_clip,identity,confidence_deficit,case38_2,case38,2032,677,1628,273,0.1676904176904177,0.8011811023622047,False,True,False,False,0.1676904176904177
PraNet,half_per_clip,identity,confidence_deficit,case39_2,case39,2160,363,2020,223,0.1103960396039604,0.9351851851851852,True,True,True,False,0.1103960396039604
PraNet,half_per_clip,identity,confidence_deficit,case3_1,case3,1584,219,1472,107,0.07269021739130435,0.9292929292929293,True,True,True,False,0.07269021739130435
PraNet,half_per_clip,identity,confidence_deficit,case40,case40,1272,401,997,126,0.12637913741223672,0.7838050314465409,True,True,True,False,0.12637913741223672
PraNet,half_per_clip,identity,confidence_deficit,case43,case43,2080,165,1941,26,0.013395157135497167,0.9331730769230769,True,True,True,False,0.013395157135497167
PraNet,half_per_clip,identity,confidence_deficit,case47_2,case47,1200,65,1164,29,0.02491408934707904,0.97,True,True,True,False,0.02491408934707904
PraNet,half_per_clip,identity,confidence_deficit,case47_4,case47,1064,0,1064,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,confidence_deficit,case48,case48,1408,382,1150,124,0.10782608695652174,0.8167613636363636,True,True,True,False,0.10782608695652174
PraNet,half_per_clip,identity,confidence_deficit,case50_2,case50,1200,9,1200,9,0.0075,1.0,True,True,True,False,0.0075
PraNet,half_per_clip,identity,confidence_deficit,case50_4,case50,1896,162,1839,105,0.057096247960848286,0.9699367088607594,True,True,True,False,0.057096247960848286
PraNet,half_per_clip,identity,confidence_deficit,case51_10,case51,1744,44,1739,39,0.022426682001150087,0.9971330275229358,True,True,True,False,0.022426682001150087
PraNet,half_per_clip,identity,confidence_deficit,case51_3,case51,1680,209,1577,106,0.06721623335447051,0.9386904761904762,True,True,True,False,0.06721623335447051
PraNet,half_per_clip,identity,confidence_deficit,case51_5,case51,1200,115,1134,49,0.043209876543209874,0.945,True,True,True,False,0.043209876543209874
PraNet,half_per_clip,identity,confidence_deficit,case51_7,case51,1072,278,845,51,0.06035502958579882,0.7882462686567164,True,True,True,False,0.06035502958579882
PraNet,half_per_clip,identity,confidence_deficit,case51_9,case51,1200,263,1156,219,0.1894463667820069,0.9633333333333334,False,True,False,False,0.1894463667820069
PraNet,half_per_clip,identity,confidence_deficit,case54_1,case54,1688,865,963,140,0.14537902388369678,0.5704976303317536,True,True,True,False,0.14537902388369678
PraNet,half_per_clip,identity,confidence_deficit,case56_1,case56,1200,75,1169,44,0.037639007698887936,0.9741666666666666,True,True,True,False,0.037639007698887936
PraNet,half_per_clip,identity,confidence_deficit,case5_4,case5,1200,18,1195,13,0.010878661087866108,0.9958333333333333,True,True,True,False,0.010878661087866108
PraNet,half_per_clip,identity,confidence_deficit,case60,case60,1168,1043,584,459,0.785958904109589,0.5,False,True,False,False,0.785958904109589
PraNet,half_per_clip,identity,confidence_deficit,case61_3,case61,1768,71,1737,40,0.023028209556706966,0.9824660633484162,True,True,True,False,0.023028209556706966
PraNet,half_per_clip,identity,confidence_deficit,case63_3,case63,1384,51,1364,31,0.022727272727272728,0.9855491329479769,True,True,True,False,0.022727272727272728
PraNet,half_per_clip,identity,confidence_deficit,case66_2,case66,2584,16,2581,13,0.005036807438977141,0.9988390092879257,True,True,True,False,0.005036807438977141
PraNet,half_per_clip,identity,confidence_deficit,case66_4,case66,1888,0,1888,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,confidence_deficit,case66_6,case66,1072,0,1072,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,confidence_deficit,case66_9,case66,1600,8,1595,3,0.0018808777429467085,0.996875,True,True,True,False,0.0018808777429467085
PraNet,half_per_clip,identity,confidence_deficit,case68_1,case68,1312,80,1301,69,0.053036126056879324,0.9916158536585366,True,True,True,False,0.053036126056879324
PraNet,half_per_clip,identity,confidence_deficit,case68_3,case68,1304,208,1222,126,0.10310965630114566,0.9371165644171779,True,True,True,False,0.10310965630114566
PraNet,half_per_clip,identity,confidence_deficit,case68_5,case68,1200,29,1197,26,0.02172096908939014,0.9975,True,True,True,False,0.02172096908939014
PraNet,half_per_clip,identity,confidence_deficit,case68_7,case68,1840,510,1540,210,0.13636363636363635,0.8369565217391305,True,True,True,False,0.13636363636363635
PraNet,half_per_clip,identity,confidence_deficit,case6_3,case6,1680,1668,840,828,0.9857142857142858,0.5,False,True,False,False,0.9857142857142858
PraNet,half_per_clip,identity,confidence_deficit,case71_1,case71,1024,418,767,161,0.20990873533246415,0.7490234375,False,True,False,False,0.20990873533246415
PraNet,half_per_clip,identity,confidence_deficit,case71_5,case71,1808,56,1767,15,0.008488964346349746,0.9773230088495575,True,True,True,False,0.008488964346349746
PraNet,half_per_clip,identity,confidence_deficit,case72_3,case72,832,0,832,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,confidence_deficit,case74_1,case74,1256,617,791,152,0.19216182048040456,0.6297770700636943,False,True,False,False,0.19216182048040456
PraNet,half_per_clip,identity,confidence_deficit,case75_1,case75,1200,256,999,55,0.055055055055055056,0.8325,True,True,True,False,0.055055055055055056
PraNet,half_per_clip,identity,confidence_deficit,case7_2,case7,1048,58,1010,20,0.019801980198019802,0.9637404580152672,True,True,True,False,0.019801980198019802
PraNet,half_per_clip,identity,confidence_deficit,case80_2,case80,1200,11,1193,4,0.003352891869237217,0.9941666666666666,True,True,True,False,0.003352891869237217
PraNet,half_per_clip,identity,confidence_deficit,case80_4,case80,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,confidence_deficit,case80_6,case80,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,confidence_deficit,case80_8,case80,1160,6,1157,3,0.0025929127052722557,0.9974137931034482,True,True,True,False,0.0025929127052722557
PraNet,half_per_clip,identity,confidence_deficit,case81_2,case81,2192,62,2139,9,0.004207573632538569,0.9758211678832117,True,True,True,False,0.004207573632538569
PraNet,half_per_clip,identity,confidence_deficit,case83_3,case83,1072,0,1072,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,confidence_deficit,case85_7,case85,1200,547,856,203,0.2371495327102804,0.7133333333333334,False,True,False,False,0.2371495327102804
PraNet,half_per_clip,identity,confidence_deficit,case86_1,case86,1200,170,1058,28,0.026465028355387523,0.8816666666666667,True,True,True,False,0.026465028355387523
PraNet,half_per_clip,identity,confidence_deficit,case89,case89,1192,112,1181,101,0.0855207451312447,0.9907718120805369,True,True,True,False,0.0855207451312447
PraNet,half_per_clip,identity,confidence_deficit,case8_2,case8,1128,0,1128,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,confidence_deficit,case90_1,case90,1200,42,1173,15,0.01278772378516624,0.9775,True,True,True,False,0.01278772378516624
PraNet,half_per_clip,identity,confidence_deficit,case91_1,case91,1200,831,600,231,0.385,0.5,False,True,False,False,0.385
PraNet,half_per_clip,identity,confidence_deficit,case91_3,case91,1200,1148,600,548,0.9133333333333333,0.5,False,True,False,False,0.9133333333333333
PraNet,half_per_clip,identity,confidence_deficit,case91_5,case91,1200,401,1064,265,0.24906015037593984,0.8866666666666667,False,True,False,False,0.24906015037593984
PraNet,half_per_clip,identity,confidence_deficit,case91_7,case91,1872,216,1761,105,0.059625212947189095,0.9407051282051282,True,True,True,False,0.059625212947189095
PraNet,half_per_clip,identity,confidence_deficit,case93_2,case93,1880,196,1748,64,0.036613272311212815,0.9297872340425531,True,True,True,False,0.036613272311212815
PraNet,half_per_clip,identity,confidence_deficit,case95_1,case95,2072,607,1726,261,0.15121668597914253,0.833011583011583,False,True,False,False,0.15121668597914253
PraNet,half_per_clip,identity,confidence_deficit,case95_3,case95,1200,1200,600,600,1.0,0.5,False,True,False,False,1.0
PraNet,half_per_clip,identity,confidence_deficit,case96_1,case96,920,629,460,169,0.3673913043478261,0.5,False,True,False,False,0.3673913043478261
PraNet,half_per_clip,identity,confidence_deficit,case97_1,case97,1200,1050,600,450,0.75,0.5,False,True,False,False,0.75
PraNet,half_per_clip,identity,confidence_deficit,case97_3,case97,1016,454,763,201,0.2634338138925295,0.7509842519685039,False,True,False,False,0.2634338138925295
PraNet,half_per_clip,identity,entropy,case10_1,case10,1704,810,1396,736,0.5272206303724928,0.8192488262910798,False,True,False,False,0.35959885386819485
PraNet,half_per_clip,identity,entropy,case11,case11,904,50,898,45,0.05011135857461024,0.9933628318584071,True,True,True,False,0.04899777282850779
PraNet,half_per_clip,identity,entropy,case12_2,case12,1984,491,1980,489,0.24696969696969698,0.9979838709677419,False,True,False,False,0.24595959595959596
PraNet,half_per_clip,identity,entropy,case13_1,case13,784,107,510,77,0.15098039215686274,0.6505102040816326,False,True,False,False,0.0
PraNet,half_per_clip,identity,entropy,case13_3,case13,1408,17,1377,9,0.006535947712418301,0.9779829545454546,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case14_2,case14,1200,1194,1178,1178,1.0,0.9816666666666667,False,True,False,False,0.9949066213921901
PraNet,half_per_clip,identity,entropy,case14_4,case14,1160,1121,987,984,0.9969604863221885,0.8508620689655172,False,True,False,False,0.9604863221884499
PraNet,half_per_clip,identity,entropy,case14_6,case14,1600,1578,1496,1495,0.9993315508021391,0.935,False,True,False,False,0.9852941176470589
PraNet,half_per_clip,identity,entropy,case1_2,case1,1728,3,1726,3,0.0017381228273464658,0.9988425925925926,True,True,True,False,0.0005793742757821553
PraNet,half_per_clip,identity,entropy,case20_7,case20,1360,474,1239,449,0.36238902340597257,0.9110294117647059,False,True,False,False,0.28490718321226793
PraNet,half_per_clip,identity,entropy,case20_9,case20,1200,300,1180,291,0.24661016949152542,0.9833333333333333,False,True,False,False,0.23728813559322035
PraNet,half_per_clip,identity,entropy,case24_1,case24,1200,172,783,149,0.19029374201787994,0.6525,False,True,False,False,0.0
PraNet,half_per_clip,identity,entropy,case24_3,case24,1216,0,1216,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case24_5,case24,1200,49,1011,38,0.03758654797230465,0.8425,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case25_2,case25,1088,77,1018,54,0.05304518664047151,0.9356617647058824,True,True,True,False,0.0068762278978389
PraNet,half_per_clip,identity,entropy,case29_1,case29,1712,260,1470,204,0.13877551020408163,0.8586448598130841,True,True,True,False,0.012244897959183673
PraNet,half_per_clip,identity,entropy,case2_3,case2,1200,0,1159,0,0.0,0.9658333333333333,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case2_6,case2,792,0,779,0,0.0,0.9835858585858586,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case2_9,case2,896,0,840,0,0.0,0.9375,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case31,case31,1464,50,1208,31,0.02566225165562914,0.825136612021858,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case32_2,case32,800,6,541,1,0.0018484288354898336,0.67625,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case32_4,case32,1480,280,824,212,0.25728155339805825,0.5567567567567567,False,True,False,False,0.0
PraNet,half_per_clip,identity,entropy,case32_6,case32,1368,16,1008,12,0.011904761904761904,0.7368421052631579,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case34_2,case34,992,19,878,14,0.015945330296127564,0.8850806451612904,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case35_2,case35,720,0,360,0,0.0,0.5,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case35_8,case35,928,141,464,82,0.17672413793103448,0.5,False,True,False,False,0.0
PraNet,half_per_clip,identity,entropy,case36_2,case36,1200,886,1090,869,0.7972477064220184,0.9083333333333333,False,True,False,False,0.7119266055045872
PraNet,half_per_clip,identity,entropy,case36_4,case36,1024,1002,1019,998,0.9793915603532876,0.9951171875,False,True,False,False,0.9784102060843964
PraNet,half_per_clip,identity,entropy,case37_2,case37,1272,115,636,94,0.14779874213836477,0.5,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case38_2,case38,2032,677,1971,643,0.32623033992897005,0.96998031496063,False,True,False,False,0.31253170979198375
PraNet,half_per_clip,identity,entropy,case39_2,case39,2160,363,1625,292,0.17969230769230768,0.7523148148148148,False,True,False,False,0.0
PraNet,half_per_clip,identity,entropy,case3_1,case3,1584,219,1537,207,0.1346779440468445,0.9703282828282829,True,True,True,False,0.11190631099544568
PraNet,half_per_clip,identity,entropy,case40,case40,1272,401,1266,397,0.3135860979462875,0.9952830188679245,False,True,False,False,0.31200631911532384
PraNet,half_per_clip,identity,entropy,case43,case43,2080,165,2019,164,0.08122833085685983,0.9706730769230769,True,True,True,False,0.05151064883605745
PraNet,half_per_clip,identity,entropy,case47_2,case47,1200,65,1074,55,0.051210428305400374,0.895,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case47_4,case47,1064,0,1064,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case48,case48,1408,382,1305,362,0.27739463601532566,0.9268465909090909,False,True,False,False,0.21379310344827587
PraNet,half_per_clip,identity,entropy,case50_2,case50,1200,9,879,7,0.007963594994311717,0.7325,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case50_4,case50,1896,162,1279,117,0.09147771696637999,0.67457805907173,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case51_10,case51,1744,44,1057,31,0.0293282876064333,0.6060779816513762,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case51_3,case51,1680,209,1528,198,0.12958115183246074,0.9095238095238095,True,True,True,False,0.037303664921465966
PraNet,half_per_clip,identity,entropy,case51_5,case51,1200,115,1172,111,0.0947098976109215,0.9766666666666667,True,True,True,False,0.07423208191126279
PraNet,half_per_clip,identity,entropy,case51_7,case51,1072,278,1047,272,0.2597898758357211,0.976679104477612,False,True,False,False,0.24164278892072588
PraNet,half_per_clip,identity,entropy,case51_9,case51,1200,263,817,96,0.1175030599755202,0.6808333333333333,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case54_1,case54,1688,865,1546,837,0.5413971539456662,0.9158767772511849,False,True,False,False,0.46765847347994827
PraNet,half_per_clip,identity,entropy,case56_1,case56,1200,75,1173,64,0.05456095481670929,0.9775,True,True,True,False,0.04092071611253197
PraNet,half_per_clip,identity,entropy,case5_4,case5,1200,18,1194,18,0.01507537688442211,0.995,True,True,True,False,0.010050251256281407
PraNet,half_per_clip,identity,entropy,case60,case60,1168,1043,1028,989,0.9620622568093385,0.8801369863013698,False,True,False,False,0.8784046692607004
PraNet,half_per_clip,identity,entropy,case61_3,case61,1768,71,1733,70,0.040392383150605886,0.9802036199095022,True,True,True,False,0.0207732256203116
PraNet,half_per_clip,identity,entropy,case63_3,case63,1384,51,1361,49,0.03600293901542983,0.9833815028901735,True,True,True,False,0.020573108008817047
PraNet,half_per_clip,identity,entropy,case66_2,case66,2584,16,2567,8,0.0031164783794312427,0.993421052631579,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case66_4,case66,1888,0,1877,0,0.0,0.9941737288135594,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case66_6,case66,1072,0,1072,0,0.0,1.0,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case66_9,case66,1600,8,1589,8,0.005034612964128383,0.993125,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case68_1,case68,1312,80,656,39,0.05945121951219512,0.5,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case68_3,case68,1304,208,652,162,0.24846625766871167,0.5,False,True,False,False,0.0
PraNet,half_per_clip,identity,entropy,case68_5,case68,1200,29,600,7,0.011666666666666667,0.5,True,True,True,False,0.0
PraNet,half_per_clip,identity,entropy,case68_7,case68,1840,510,1051,446,0.42435775451950525,0.571195652173913,False,True,False,False,0.0
