model,allocation,tie_rule,score,clip,source_group,N,B,A,E,risk,retention,risk_pass,coverage_pass,joint_pass,zero_retained,count_lower_bound
Combined,half_per_clip,sha256,confidence_deficit,case95_3,case95,2400,2378,1200,1178,0.9816666666666667,0.5,False,True,False,False,0.9816666666666667
Combined,half_per_clip,sha256,confidence_deficit,case96_1,case96,1840,1220,920,300,0.32608695652173914,0.5,False,True,False,False,0.32608695652173914
Combined,half_per_clip,sha256,confidence_deficit,case97_1,case97,2400,2125,1200,925,0.7708333333333334,0.5,False,True,False,False,0.7708333333333334
Combined,half_per_clip,sha256,confidence_deficit,case97_3,case97,2032,837,1623,428,0.26370918052988296,0.7987204724409449,False,True,False,False,0.26370918052988296
Combined,half_per_clip,sha256,entropy,case10_1,case10,3408,1357,2834,1249,0.4407198306280875,0.8315727699530516,False,True,False,False,0.276287932251235
Combined,half_per_clip,sha256,entropy,case11,case11,1808,69,1767,64,0.03621958121109225,0.9773230088495575,True,True,True,False,0.01584606677985286
Combined,half_per_clip,sha256,entropy,case12_2,case12,3968,869,3957,864,0.21834723275208492,0.9972278225806451,False,True,False,False,0.2168309325246399
Combined,half_per_clip,sha256,entropy,case13_1,case13,1568,219,1027,159,0.15481986368062317,0.6549744897959183,False,True,False,False,0.0
Combined,half_per_clip,sha256,entropy,case13_3,case13,2816,34,2727,21,0.007700770077007701,0.9683948863636364,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case14_2,case14,2400,2376,2291,2289,0.9991270187690965,0.9545833333333333,False,True,False,False,0.9895242252291576
Combined,half_per_clip,sha256,entropy,case14_4,case14,2320,2114,1896,1780,0.9388185654008439,0.8172413793103448,False,True,False,False,0.8913502109704642
Combined,half_per_clip,sha256,entropy,case14_6,case14,3200,3098,2992,2943,0.9836229946524064,0.935,False,True,False,False,0.9659090909090909
Combined,half_per_clip,sha256,entropy,case1_2,case1,3456,3,3453,3,0.0008688097306689834,0.9991319444444444,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case20_7,case20,2720,940,2339,885,0.3783668234288157,0.8599264705882353,False,True,False,False,0.23899102180418982
Combined,half_per_clip,sha256,entropy,case20_9,case20,2400,610,2351,596,0.2535091450446618,0.9795833333333334,False,True,False,False,0.23862186303700553
Combined,half_per_clip,sha256,entropy,case24_1,case24,2400,178,1715,149,0.08688046647230321,0.7145833333333333,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case24_3,case24,2432,0,2421,0,0.0,0.9954769736842105,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case24_5,case24,2400,55,2157,41,0.019007881316643487,0.89875,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case25_2,case25,2176,101,2080,73,0.035096153846153846,0.9558823529411765,True,True,True,False,0.002403846153846154
Combined,half_per_clip,sha256,entropy,case29_1,case29,3424,463,2831,361,0.12751677852348994,0.8268107476635514,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case2_3,case2,2400,0,2300,0,0.0,0.9583333333333334,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case2_6,case2,1584,0,1562,0,0.0,0.9861111111111112,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case2_9,case2,1792,0,1691,0,0.0,0.9436383928571429,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case31,case31,2928,58,2408,34,0.014119601328903655,0.8224043715846995,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case32_2,case32,1600,7,1107,2,0.0018066847335140017,0.691875,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case32_4,case32,2960,459,1875,357,0.1904,0.6334459459459459,False,True,False,False,0.0
Combined,half_per_clip,sha256,entropy,case32_6,case32,2736,36,2159,29,0.013432144511347846,0.7891081871345029,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case34_2,case34,1984,26,1754,20,0.011402508551881414,0.8840725806451613,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case35_2,case35,1440,0,720,0,0.0,0.5,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case35_8,case35,1856,369,928,232,0.25,0.5,False,True,False,False,0.0
Combined,half_per_clip,sha256,entropy,case36_2,case36,2400,1799,2129,1743,0.818694222639737,0.8870833333333333,False,True,False,False,0.7177078440582433
Combined,half_per_clip,sha256,entropy,case36_4,case36,2048,1964,1960,1892,0.9653061224489796,0.95703125,False,True,False,False,0.9571428571428572
Combined,half_per_clip,sha256,entropy,case37_2,case37,2544,213,1353,182,0.1345158906134516,0.5318396226415094,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case38_2,case38,4064,1552,3917,1493,0.38115905029359204,0.9638287401574803,False,True,False,False,0.35869287720194026
Combined,half_per_clip,sha256,entropy,case39_2,case39,4320,517,3364,426,0.12663495838287753,0.7787037037037037,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case3_1,case3,3168,314,3056,302,0.09882198952879581,0.9646464646464646,True,True,True,False,0.06609947643979057
Combined,half_per_clip,sha256,entropy,case40,case40,2544,643,2498,635,0.25420336269015215,0.9819182389937107,False,True,False,False,0.2389911929543635
Combined,half_per_clip,sha256,entropy,case43,case43,4160,269,4035,265,0.06567534076827757,0.9699519230769231,True,True,True,False,0.035687732342007436
Combined,half_per_clip,sha256,entropy,case47_2,case47,2400,118,2182,106,0.04857928505957837,0.9091666666666667,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case47_4,case47,2128,0,2127,0,0.0,0.9995300751879699,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case48,case48,2816,649,2638,611,0.23161485974222895,0.9367897727272727,False,True,False,False,0.17854435178165276
Combined,half_per_clip,sha256,entropy,case50_2,case50,2400,14,1711,8,0.004675628287551139,0.7129166666666666,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case50_4,case50,3792,273,2351,212,0.09017439387494683,0.6199894514767933,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case51_10,case51,3488,64,2212,42,0.0189873417721519,0.6341743119266054,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case51_3,case51,3360,302,3027,289,0.09547406673273869,0.9008928571428572,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case51_5,case51,2400,221,2328,214,0.09192439862542956,0.97,True,True,True,False,0.06400343642611683
Combined,half_per_clip,sha256,entropy,case51_7,case51,2144,560,2044,540,0.26418786692759294,0.9533582089552238,False,True,False,False,0.22504892367906065
Combined,half_per_clip,sha256,entropy,case51_9,case51,2400,617,1618,251,0.15512978986402967,0.6741666666666667,False,True,False,False,0.0
Combined,half_per_clip,sha256,entropy,case54_1,case54,3376,1710,3073,1653,0.5379108363163033,0.9102488151658767,False,True,False,False,0.45785876993166286
Combined,half_per_clip,sha256,entropy,case56_1,case56,2400,126,2338,110,0.04704875962360992,0.9741666666666666,True,True,True,False,0.02737382378100941
Combined,half_per_clip,sha256,entropy,case5_4,case5,2400,19,2342,19,0.008112724167378309,0.9758333333333333,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case60,case60,2336,1658,1834,1534,0.836423118865867,0.7851027397260274,False,True,False,False,0.6303162486368593
Combined,half_per_clip,sha256,entropy,case61_3,case61,3536,203,3433,197,0.05738421205942325,0.9708710407239819,True,True,True,False,0.029129041654529567
Combined,half_per_clip,sha256,entropy,case63_3,case63,2768,68,2710,64,0.023616236162361623,0.9790462427745664,True,True,True,False,0.0036900369003690036
Combined,half_per_clip,sha256,entropy,case66_2,case66,5168,18,5120,9,0.0017578125,0.9907120743034056,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case66_4,case66,3776,0,3678,0,0.0,0.9740466101694916,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case66_6,case66,2144,0,2141,0,0.0,0.9986007462686567,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case66_9,case66,3200,8,3146,8,0.0025429116338207248,0.983125,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case68_1,case68,2624,238,1312,163,0.12423780487804878,0.5,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case68_3,case68,2608,584,1304,496,0.3803680981595092,0.5,False,True,False,False,0.0
Combined,half_per_clip,sha256,entropy,case68_5,case68,2400,109,1200,53,0.04416666666666667,0.5,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case68_7,case68,3680,686,2386,568,0.23805532271584243,0.6483695652173913,False,True,False,False,0.0
Combined,half_per_clip,sha256,entropy,case6_3,case6,3360,3132,3307,3097,0.9364983368612035,0.9842261904761904,False,True,False,False,0.9310553371635923
Combined,half_per_clip,sha256,entropy,case71_1,case71,2048,647,1633,553,0.33864053888548684,0.79736328125,False,True,False,False,0.14206981016533987
Combined,half_per_clip,sha256,entropy,case71_5,case71,3616,89,3611,89,0.024646912212683468,0.9986172566371682,True,True,True,False,0.02326225422320687
Combined,half_per_clip,sha256,entropy,case72_3,case72,1664,0,1664,0,0.0,1.0,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case74_1,case74,2512,1111,2230,1058,0.4744394618834081,0.8877388535031847,False,True,False,False,0.3717488789237668
Combined,half_per_clip,sha256,entropy,case75_1,case75,2400,343,2363,323,0.1366906474820144,0.9845833333333334,True,True,True,False,0.12949640287769784
Combined,half_per_clip,sha256,entropy,case7_2,case7,2096,98,2055,91,0.044282238442822384,0.9804389312977099,True,True,True,False,0.027737226277372264
Combined,half_per_clip,sha256,entropy,case80_2,case80,2400,11,2378,8,0.00336417157275021,0.9908333333333333,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case80_4,case80,2400,0,2384,0,0.0,0.9933333333333333,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case80_6,case80,2400,0,2352,0,0.0,0.98,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case80_8,case80,2320,6,2319,6,0.00258732212160414,0.9995689655172414,True,True,True,False,0.0021561017680034496
Combined,half_per_clip,sha256,entropy,case81_2,case81,4384,119,4366,119,0.027256069628950986,0.9958941605839416,True,True,True,False,0.023133302794319743
Combined,half_per_clip,sha256,entropy,case83_3,case83,2144,0,2144,0,0.0,1.0,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case85_7,case85,2400,1069,2008,1035,0.5154382470119522,0.8366666666666667,False,True,False,False,0.33715139442231074
Combined,half_per_clip,sha256,entropy,case86_1,case86,2400,199,2376,193,0.08122895622895623,0.99,True,True,True,False,0.07365319865319865
Combined,half_per_clip,sha256,entropy,case89,case89,2384,264,2109,221,0.10478899952584163,0.8846476510067114,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case8_2,case8,2256,6,2105,3,0.0014251781472684087,0.9330673758865248,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case90_1,case90,2400,42,2181,29,0.013296652911508482,0.90875,True,True,True,False,0.0
Combined,half_per_clip,sha256,entropy,case91_1,case91,2400,1462,2139,1379,0.6446937821411874,0.89125,False,True,False,False,0.5614773258532024
Combined,half_per_clip,sha256,entropy,case91_3,case91,2400,2218,2334,2170,0.9297343616109683,0.9725,False,True,False,False,0.9220222793487575
Combined,half_per_clip,sha256,entropy,case91_5,case91,2400,1060,1806,850,0.4706533776301218,0.7525,False,True,False,False,0.25802879291251385
Combined,half_per_clip,sha256,entropy,case91_7,case91,3744,370,3615,339,0.0937759336099585,0.9655448717948718,True,True,True,False,0.06666666666666667
Combined,half_per_clip,sha256,entropy,case93_2,case93,3760,379,3466,353,0.10184650894402769,0.9218085106382978,True,True,True,False,0.02452394691286786
Combined,half_per_clip,sha256,entropy,case95_1,case95,4144,999,3465,835,0.240981240981241,0.8361486486486487,False,True,False,False,0.09235209235209235
Combined,half_per_clip,sha256,entropy,case95_3,case95,2400,2378,2382,2373,0.9962216624685138,0.9925,False,True,False,False,0.9907640638119227
Combined,half_per_clip,sha256,entropy,case96_1,case96,1840,1220,1744,1193,0.6840596330275229,0.9478260869565217,False,True,False,False,0.6444954128440367
Combined,half_per_clip,sha256,entropy,case97_1,case97,2400,2125,1907,1899,0.9958049292081804,0.7945833333333333,False,True,False,False,0.8557944415312009
Combined,half_per_clip,sha256,entropy,case97_3,case97,2032,837,1535,743,0.48403908794788275,0.7554133858267716,False,True,False,False,0.22149837133550487
Combined,half_per_clip,sha256,negative_area_fraction,case10_1,case10,3408,1357,2559,508,0.19851504493942945,0.7508802816901409,False,True,False,False,0.19851504493942945
Combined,half_per_clip,sha256,negative_area_fraction,case11,case11,1808,69,1754,15,0.00855188141391106,0.9701327433628318,True,True,True,False,0.00855188141391106
Combined,half_per_clip,sha256,negative_area_fraction,case12_2,case12,3968,869,3354,255,0.07602862254025045,0.8452620967741935,True,True,True,False,0.07602862254025045
Combined,half_per_clip,sha256,negative_area_fraction,case13_1,case13,1568,219,1539,190,0.12345679012345678,0.9815051020408163,True,True,True,False,0.12345679012345678
Combined,half_per_clip,sha256,negative_area_fraction,case13_3,case13,2816,34,2803,21,0.007491972886193364,0.9953835227272727,True,True,True,False,0.007491972886193364
Combined,half_per_clip,sha256,negative_area_fraction,case14_2,case14,2400,2376,1200,1176,0.98,0.5,False,True,False,False,0.98
Combined,half_per_clip,sha256,negative_area_fraction,case14_4,case14,2320,2114,1160,954,0.8224137931034483,0.5,False,True,False,False,0.8224137931034483
Combined,half_per_clip,sha256,negative_area_fraction,case14_6,case14,3200,3098,1600,1498,0.93625,0.5,False,True,False,False,0.93625
Combined,half_per_clip,sha256,negative_area_fraction,case1_2,case1,3456,3,3453,0,0.0,0.9991319444444444,True,True,True,False,0.0
Combined,half_per_clip,sha256,negative_area_fraction,case20_7,case20,2720,940,2130,350,0.1643192488262911,0.7830882352941176,False,True,False,False,0.1643192488262911
Combined,half_per_clip,sha256,negative_area_fraction,case20_9,case20,2400,610,1940,150,0.07731958762886598,0.8083333333333333,True,True,True,False,0.07731958762886598
Combined,half_per_clip,sha256,negative_area_fraction,case24_1,case24,2400,178,2367,145,0.06125897760878749,0.98625,True,True,True,False,0.06125897760878749
Combined,half_per_clip,sha256,negative_area_fraction,case24_3,case24,2432,0,2432,0,0.0,1.0,True,True,True,False,0.0
Combined,half_per_clip,sha256,negative_area_fraction,case24_5,case24,2400,55,2374,29,0.012215669755686605,0.9891666666666666,True,True,True,False,0.012215669755686605
Combined,half_per_clip,sha256,negative_area_fraction,case25_2,case25,2176,101,2123,48,0.022609514837494113,0.9756433823529411,True,True,True,False,0.022609514837494113
Combined,half_per_clip,sha256,negative_area_fraction,case29_1,case29,3424,463,3132,171,0.05459770114942529,0.9147196261682243,True,True,True,False,0.05459770114942529
Combined,half_per_clip,sha256,negative_area_fraction,case2_3,case2,2400,0,2400,0,0.0,1.0,True,True,True,False,0.0
Combined,half_per_clip,sha256,negative_area_fraction,case2_6,case2,1584,0,1584,0,0.0,1.0,True,True,True,False,0.0
Combined,half_per_clip,sha256,negative_area_fraction,case2_9,case2,1792,0,1792,0,0.0,1.0,True,True,True,False,0.0
Combined,half_per_clip,sha256,negative_area_fraction,case31,case31,2928,58,2922,52,0.01779603011635866,0.9979508196721312,True,True,True,False,0.01779603011635866
Combined,half_per_clip,sha256,negative_area_fraction,case32_2,case32,1600,7,1600,7,0.004375,1.0,True,True,True,False,0.004375
Combined,half_per_clip,sha256,negative_area_fraction,case32_4,case32,2960,459,2684,183,0.06818181818181818,0.9067567567567567,True,True,True,False,0.06818181818181818
Combined,half_per_clip,sha256,negative_area_fraction,case32_6,case32,2736,36,2725,25,0.009174311926605505,0.9959795321637427,True,True,True,False,0.009174311926605505
Combined,half_per_clip,sha256,negative_area_fraction,case34_2,case34,1984,26,1979,21,0.010611419909044972,0.9974798387096774,True,True,True,False,0.010611419909044972
Combined,half_per_clip,sha256,negative_area_fraction,case35_2,case35,1440,0,1440,0,0.0,1.0,True,True,True,False,0.0
Combined,half_per_clip,sha256,negative_area_fraction,case35_8,case35,1856,369,1832,345,0.18831877729257643,0.9870689655172413,False,True,False,False,0.18831877729257643
Combined,half_per_clip,sha256,negative_area_fraction,case36_2,case36,2400,1799,1470,869,0.591156462585034,0.6125,False,True,False,False,0.591156462585034
Combined,half_per_clip,sha256,negative_area_fraction,case36_4,case36,2048,1964,1135,1051,0.9259911894273127,0.55419921875,False,True,False,False,0.9259911894273127
Combined,half_per_clip,sha256,negative_area_fraction,case37_2,case37,2544,213,2442,111,0.045454545454545456,0.9599056603773585,True,True,True,False,0.045454545454545456
Combined,half_per_clip,sha256,negative_area_fraction,case38_2,case38,4064,1552,3117,605,0.19409688803336542,0.7669783464566929,False,True,False,False,0.19409688803336542
Combined,half_per_clip,sha256,negative_area_fraction,case39_2,case39,4320,517,4073,270,0.06629020378099681,0.9428240740740741,True,True,True,False,0.06629020378099681
Combined,half_per_clip,sha256,negative_area_fraction,case3_1,case3,3168,314,2969,115,0.03873358033007747,0.9371843434343434,True,True,True,False,0.03873358033007747
Combined,half_per_clip,sha256,negative_area_fraction,case40,case40,2544,643,2093,192,0.09173435260391782,0.8227201257861635,True,True,True,False,0.09173435260391782
Combined,half_per_clip,sha256,negative_area_fraction,case43,case43,4160,269,3933,42,0.010678871090770405,0.9454326923076923,True,True,True,False,0.010678871090770405
Combined,half_per_clip,sha256,negative_area_fraction,case47_2,case47,2400,118,2336,54,0.023116438356164382,0.9733333333333334,True,True,True,False,0.023116438356164382
Combined,half_per_clip,sha256,negative_area_fraction,case47_4,case47,2128,0,2128,0,0.0,1.0,True,True,True,False,0.0
Combined,half_per_clip,sha256,negative_area_fraction,case48,case48,2816,649,2360,193,0.08177966101694915,0.8380681818181818,True,True,True,False,0.08177966101694915
Combined,half_per_clip,sha256,negative_area_fraction,case50_2,case50,2400,14,2397,11,0.00458906967042136,0.99875,True,True,True,False,0.00458906967042136
Combined,half_per_clip,sha256,negative_area_fraction,case50_4,case50,3792,273,3665,146,0.039836289222373804,0.9665084388185654,True,True,True,False,0.039836289222373804
Combined,half_per_clip,sha256,negative_area_fraction,case51_10,case51,3488,64,3473,49,0.014108839619925137,0.9956995412844036,True,True,True,False,0.014108839619925137
Combined,half_per_clip,sha256,negative_area_fraction,case51_3,case51,3360,302,3174,116,0.036546943919344675,0.9446428571428571,True,True,True,False,0.036546943919344675
Combined,half_per_clip,sha256,negative_area_fraction,case51_5,case51,2400,221,2248,69,0.03069395017793594,0.9366666666666666,True,True,True,False,0.03069395017793594
Combined,half_per_clip,sha256,negative_area_fraction,case51_7,case51,2144,560,1675,91,0.05432835820895522,0.78125,True,True,True,False,0.05432835820895522
Combined,half_per_clip,sha256,negative_area_fraction,case51_9,case51,2400,617,2242,459,0.2047279214986619,0.9341666666666667,False,True,False,False,0.2047279214986619
Combined,half_per_clip,sha256,negative_area_fraction,case54_1,case54,3376,1710,1962,296,0.15086646279306828,0.5811611374407583,False,True,False,False,0.15086646279306828
Combined,half_per_clip,sha256,negative_area_fraction,case56_1,case56,2400,126,2333,59,0.02528932704672096,0.9720833333333333,True,True,True,False,0.02528932704672096
Combined,half_per_clip,sha256,negative_area_fraction,case5_4,case5,2400,19,2391,10,0.004182350480970306,0.99625,True,True,True,False,0.004182350480970306
Combined,half_per_clip,sha256,negative_area_fraction,case60,case60,2336,1658,1429,751,0.5255423372988104,0.6117294520547946,False,True,False,False,0.5255423372988104
Combined,half_per_clip,sha256,negative_area_fraction,case61_3,case61,3536,203,3438,105,0.030541012216404886,0.9722850678733032,True,True,True,False,0.030541012216404886
Combined,half_per_clip,sha256,negative_area_fraction,case63_3,case63,2768,68,2735,35,0.012797074954296161,0.9880780346820809,True,True,True,False,0.012797074954296161
Combined,half_per_clip,sha256,negative_area_fraction,case66_2,case66,5168,18,5162,12,0.002324680356450988,0.9988390092879257,True,True,True,False,0.002324680356450988
Combined,half_per_clip,sha256,negative_area_fraction,case66_4,case66,3776,0,3776,0,0.0,1.0,True,True,True,False,0.0
Combined,half_per_clip,sha256,negative_area_fraction,case66_6,case66,2144,0,2144,0,0.0,1.0,True,True,True,False,0.0
Combined,half_per_clip,sha256,negative_area_fraction,case66_9,case66,3200,8,3195,3,0.0009389671361502347,0.9984375,True,True,True,False,0.0009389671361502347
Combined,half_per_clip,sha256,negative_area_fraction,case68_1,case68,2624,238,2537,151,0.05951911706740244,0.9668445121951219,True,True,True,False,0.05951911706740244
Combined,half_per_clip,sha256,negative_area_fraction,case68_3,case68,2608,584,2305,281,0.12190889370932755,0.883819018404908,True,True,True,False,0.12190889370932755
Combined,half_per_clip,sha256,negative_area_fraction,case68_5,case68,2400,109,2368,77,0.03251689189189189,0.9866666666666667,True,True,True,False,0.03251689189189189
Combined,half_per_clip,sha256,negative_area_fraction,case68_7,case68,3680,686,3257,263,0.08074915566472214,0.8850543478260869,True,True,True,False,0.08074915566472214
Combined,half_per_clip,sha256,negative_area_fraction,case6_3,case6,3360,3132,1680,1452,0.8642857142857143,0.5,False,True,False,False,0.8642857142857143
Combined,half_per_clip,sha256,negative_area_fraction,case71_1,case71,2048,647,1634,233,0.14259485924112608,0.7978515625,True,True,True,False,0.14259485924112608
Combined,half_per_clip,sha256,negative_area_fraction,case71_5,case71,3616,89,3544,17,0.004796839729119639,0.9800884955752213,True,True,True,False,0.004796839729119639
Combined,half_per_clip,sha256,negative_area_fraction,case72_3,case72,1664,0,1664,0,0.0,1.0,True,True,True,False,0.0
Combined,half_per_clip,sha256,negative_area_fraction,case74_1,case74,2512,1111,1722,321,0.18641114982578397,0.6855095541401274,False,True,False,False,0.18641114982578397
Combined,half_per_clip,sha256,negative_area_fraction,case75_1,case75,2400,343,2140,83,0.03878504672897196,0.8916666666666667,True,True,True,False,0.03878504672897196
Combined,half_per_clip,sha256,negative_area_fraction,case7_2,case7,2096,98,2031,33,0.01624815361890694,0.9689885496183206,True,True,True,False,0.01624815361890694
Combined,half_per_clip,sha256,negative_area_fraction,case80_2,case80,2400,11,2393,4,0.001671541997492687,0.9970833333333333,True,True,True,False,0.001671541997492687
Combined,half_per_clip,sha256,negative_area_fraction,case80_4,case80,2400,0,2400,0,0.0,1.0,True,True,True,False,0.0
Combined,half_per_clip,sha256,negative_area_fraction,case80_6,case80,2400,0,2400,0,0.0,1.0,True,True,True,False,0.0
Combined,half_per_clip,sha256,negative_area_fraction,case80_8,case80,2320,6,2316,2,0.0008635578583765112,0.9982758620689656,True,True,True,False,0.0008635578583765112
Combined,half_per_clip,sha256,negative_area_fraction,case81_2,case81,4384,119,4284,19,0.004435107376283847,0.9771897810218978,True,True,True,False,0.004435107376283847
Combined,half_per_clip,sha256,negative_area_fraction,case83_3,case83,2144,0,2144,0,0.0,1.0,True,True,True,False,0.0
Combined,half_per_clip,sha256,negative_area_fraction,case85_7,case85,2400,1069,1579,248,0.1570614312856238,0.6579166666666667,False,True,False,False,0.1570614312856238
Combined,half_per_clip,sha256,negative_area_fraction,case86_1,case86,2400,199,2234,33,0.01477170993733214,0.9308333333333333,True,True,True,False,0.01477170993733214
Combined,half_per_clip,sha256,negative_area_fraction,case89,case89,2384,264,2353,233,0.09902252443688908,0.986996644295302,True,True,True,False,0.09902252443688908
Combined,half_per_clip,sha256,negative_area_fraction,case8_2,case8,2256,6,2256,6,0.0026595744680851063,1.0,True,True,True,False,0.0026595744680851063
Combined,half_per_clip,sha256,negative_area_fraction,case90_1,case90,2400,42,2372,14,0.005902192242833052,0.9883333333333333,True,True,True,False,0.005902192242833052
Combined,half_per_clip,sha256,negative_area_fraction,case91_1,case91,2400,1462,1355,417,0.3077490774907749,0.5645833333333333,False,True,False,False,0.3077490774907749
Combined,half_per_clip,sha256,negative_area_fraction,case91_3,case91,2400,2218,1200,1018,0.8483333333333334,0.5,False,True,False,False,0.8483333333333334
Combined,half_per_clip,sha256,negative_area_fraction,case91_5,case91,2400,1060,1793,453,0.25264919129949803,0.7470833333333333,False,True,False,False,0.25264919129949803
Combined,half_per_clip,sha256,negative_area_fraction,case91_7,case91,3744,370,3511,137,0.03902022215892908,0.937767094017094,True,True,True,False,0.03902022215892908
Combined,half_per_clip,sha256,negative_area_fraction,case93_2,case93,3760,379,3511,130,0.037026488180005694,0.9337765957446809,True,True,True,False,0.037026488180005694
Combined,half_per_clip,sha256,negative_area_fraction,case95_1,case95,4144,999,3597,452,0.12566027244926328,0.8680019305019305,True,True,True,False,0.12566027244926328
Combined,half_per_clip,sha256,negative_area_fraction,case95_3,case95,2400,2378,1200,1178,0.9816666666666667,0.5,False,True,False,False,0.9816666666666667
Combined,half_per_clip,sha256,negative_area_fraction,case96_1,case96,1840,1220,920,300,0.32608695652173914,0.5,False,True,False,False,0.32608695652173914
Combined,half_per_clip,sha256,negative_area_fraction,case97_1,case97,2400,2125,1200,925,0.7708333333333334,0.5,False,True,False,False,0.7708333333333334
Combined,half_per_clip,sha256,negative_area_fraction,case97_3,case97,2032,837,1614,419,0.25960346964064435,0.7942913385826772,False,True,False,False,0.25960346964064435
PraNet,global,identity,confidence_deficit,case10_1,case10,1704,810,1461,567,0.38809034907597534,0.8573943661971831,False,True,False,False,0.38809034907597534
PraNet,global,identity,confidence_deficit,case11,case11,904,50,882,28,0.031746031746031744,0.9756637168141593,True,True,True,False,0.031746031746031744
PraNet,global,identity,confidence_deficit,case12_2,case12,1984,491,1712,219,0.12792056074766356,0.8629032258064516,True,True,True,False,0.12792056074766356
PraNet,global,identity,confidence_deficit,case13_1,case13,784,107,780,103,0.13205128205128205,0.9948979591836735,True,True,True,False,0.13205128205128205
PraNet,global,identity,confidence_deficit,case13_3,case13,1408,17,1405,14,0.0099644128113879,0.9978693181818182,True,True,True,False,0.0099644128113879
PraNet,global,identity,confidence_deficit,case14_2,case14,1200,1194,224,218,0.9732142857142857,0.18666666666666668,False,False,False,False,0.9732142857142857
PraNet,global,identity,confidence_deficit,case14_4,case14,1160,1121,652,613,0.9401840490797546,0.5620689655172414,False,True,False,False,0.9401840490797546
PraNet,global,identity,confidence_deficit,case14_6,case14,1600,1578,544,522,0.9595588235294118,0.34,False,False,False,False,0.9595588235294118
PraNet,global,identity,confidence_deficit,case1_2,case1,1728,3,1725,0,0.0,0.9982638888888888,True,True,True,False,0.0
PraNet,global,identity,confidence_deficit,case20_7,case20,1360,474,1166,280,0.24013722126929674,0.8573529411764705,False,True,False,False,0.24013722126929674
PraNet,global,identity,confidence_deficit,case20_9,case20,1200,300,1030,130,0.1262135922330097,0.8583333333333333,True,True,True,False,0.1262135922330097
PraNet,global,identity,confidence_deficit,case24_1,case24,1200,172,1181,153,0.12955122777307368,0.9841666666666666,True,True,True,False,0.12955122777307368
PraNet,global,identity,confidence_deficit,case24_3,case24,1216,0,1216,0,0.0,1.0,True,True,True,False,0.0
PraNet,global,identity,confidence_deficit,case24_5,case24,1200,49,1193,42,0.03520536462699078,0.9941666666666666,True,True,True,False,0.03520536462699078
PraNet,global,identity,confidence_deficit,case25_2,case25,1088,77,1073,62,0.05778191985088537,0.9862132352941176,True,True,True,False,0.05778191985088537
PraNet,global,identity,confidence_deficit,case29_1,case29,1712,260,1607,155,0.09645301804604854,0.9386682242990654,True,True,True,False,0.09645301804604854
PraNet,global,identity,confidence_deficit,case2_3,case2,1200,0,1200,0,0.0,1.0,True,True,True,False,0.0
PraNet,global,identity,confidence_deficit,case2_6,case2,792,0,792,0,0.0,1.0,True,True,True,False,0.0
PraNet,global,identity,confidence_deficit,case2_9,case2,896,0,896,0,0.0,1.0,True,True,True,False,0.0
PraNet,global,identity,confidence_deficit,case31,case31,1464,50,1462,48,0.03283173734610123,0.9986338797814208,True,True,True,False,0.03283173734610123
PraNet,global,identity,confidence_deficit,case32_2,case32,800,6,800,6,0.0075,1.0,True,True,True,False,0.0075
PraNet,global,identity,confidence_deficit,case32_4,case32,1480,280,1393,193,0.13854989231873654,0.9412162162162162,True,True,True,False,0.13854989231873654
