scheme,model,scan_rule,direction,tau,clip,source_group,N,B,A,E,risk,retention,risk_pass,coverage_pass,joint_pass,zero_retained,count_lower_bound
source_group,Combined,prefix,B,0.803233,case35_1,case35,2960,12,2960,12,0.004054054054054054,1.0,True,True,True,False,0.004054054054054054
source_group,Combined,prefix,B,0.803233,case35_2,case35,1440,0,1440,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,prefix,B,0.803233,case35_3,case35,3088,446,3055,413,0.13518821603927986,0.9893134715025906,True,True,True,False,0.13518821603927986
source_group,Combined,prefix,B,0.803233,case35_8,case35,1856,369,1835,348,0.1896457765667575,0.9886853448275862,False,True,False,False,0.1896457765667575
source_group,Combined,prefix,B,0.803233,case37_1,case37,2992,58,2960,26,0.008783783783783784,0.9893048128342246,True,True,True,False,0.008783783783783784
source_group,Combined,prefix,B,0.803233,case37_2,case37,2544,213,2454,123,0.05012224938875306,0.964622641509434,True,True,True,False,0.05012224938875306
source_group,Combined,prefix,B,0.803233,case37_3,case37,1632,0,1632,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,prefix,B,0.803233,case39_1,case39,4704,917,4303,516,0.11991633743899605,0.9147534013605442,True,True,True,False,0.11991633743899605
source_group,Combined,prefix,B,0.803233,case39_2,case39,4320,517,4115,312,0.07582017010935602,0.9525462962962963,True,True,True,False,0.07582017010935602
source_group,Combined,prefix,B,0.803233,case39_3,case39,2384,79,2370,65,0.027426160337552744,0.9941275167785235,True,True,True,False,0.027426160337552744
source_group,Combined,prefix,B,0.803233,case42,case42,4288,820,3806,338,0.08880714661061481,0.8875932835820896,True,True,True,False,0.08880714661061481
source_group,Combined,prefix,B,0.803233,case44_1,case44,2400,976,1633,209,0.12798530312308634,0.6804166666666667,True,True,True,False,0.12798530312308634
source_group,Combined,prefix,B,0.803233,case48,case48,2816,649,2397,230,0.09595327492699207,0.8512073863636364,True,True,True,False,0.09595327492699207
source_group,Combined,prefix,B,0.803233,case50_1,case50,3248,452,3113,317,0.10183103115965307,0.958435960591133,True,True,True,False,0.10183103115965307
source_group,Combined,prefix,B,0.803233,case50_2,case50,2400,14,2398,12,0.0050041701417848205,0.9991666666666666,True,True,True,False,0.0050041701417848205
source_group,Combined,prefix,B,0.803233,case50_3,case50,2400,1,2400,1,0.0004166666666666667,1.0,True,True,True,False,0.0004166666666666667
source_group,Combined,prefix,B,0.803233,case50_4,case50,3792,273,3672,153,0.041666666666666664,0.9683544303797469,True,True,True,False,0.041666666666666664
source_group,Combined,prefix,B,0.803233,case52,case52,3312,221,3211,120,0.03737153534724385,0.9695048309178744,True,True,True,False,0.03737153534724385
source_group,Combined,prefix,B,0.803233,case56_1,case56,2400,126,2344,70,0.029863481228668942,0.9766666666666667,True,True,True,False,0.029863481228668942
source_group,Combined,prefix,B,0.803233,case56_2,case56,1568,0,1568,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,prefix,B,0.803233,case60,case60,2336,1658,1484,806,0.5431266846361186,0.6352739726027398,False,True,False,False,0.5431266846361186
source_group,Combined,prefix,B,0.803233,case63_2,case63,2128,10,2126,8,0.0037629350893697085,0.9990601503759399,True,True,True,False,0.0037629350893697085
source_group,Combined,prefix,B,0.803233,case63_3,case63,2768,68,2738,38,0.013878743608473338,0.9891618497109826,True,True,True,False,0.013878743608473338
source_group,Combined,prefix,B,0.803233,case66_2,case66,5168,18,5164,14,0.002711076684740511,0.9992260061919505,True,True,True,False,0.002711076684740511
source_group,Combined,prefix,B,0.803233,case66_3,case66,2400,2,2399,1,0.00041684035014589413,0.9995833333333334,True,True,True,False,0.00041684035014589413
source_group,Combined,prefix,B,0.803233,case66_4,case66,3776,0,3776,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,prefix,B,0.803233,case66_5,case66,2400,5,2398,3,0.0012510425354462051,0.9991666666666666,True,True,True,False,0.0012510425354462051
source_group,Combined,prefix,B,0.803233,case66_6,case66,2144,0,2144,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,prefix,B,0.803233,case66_8,case66,2400,2,2400,2,0.0008333333333333334,1.0,True,True,True,False,0.0008333333333333334
source_group,Combined,prefix,B,0.803233,case66_9,case66,3200,8,3194,2,0.0006261740763932373,0.998125,True,True,True,False,0.0006261740763932373
source_group,Combined,prefix,B,0.803233,case68_1,case68,2624,238,2546,160,0.06284367635506677,0.9702743902439024,True,True,True,False,0.06284367635506677
source_group,Combined,prefix,B,0.803233,case68_2,case68,2880,473,2756,349,0.12663280116110304,0.9569444444444445,True,True,True,False,0.12663280116110304
source_group,Combined,prefix,B,0.803233,case68_3,case68,2608,584,2332,308,0.1320754716981132,0.8941717791411042,True,True,True,False,0.1320754716981132
source_group,Combined,prefix,B,0.803233,case68_4,case68,3648,97,3623,72,0.019873033397736682,0.9931469298245614,True,True,True,False,0.019873033397736682
source_group,Combined,prefix,B,0.803233,case68_5,case68,2400,109,2376,85,0.03577441077441077,0.99,True,True,True,False,0.03577441077441077
source_group,Combined,prefix,B,0.803233,case68_6,case68,3264,285,3146,167,0.05308328035600763,0.9638480392156863,True,True,True,False,0.05308328035600763
source_group,Combined,prefix,B,0.803233,case68_7,case68,3680,686,3297,303,0.09190172884440401,0.8959239130434783,True,True,True,False,0.09190172884440401
source_group,Combined,prefix,B,0.803233,case70,case70,4224,94,4179,49,0.011725293132328308,0.9893465909090909,True,True,True,False,0.011725293132328308
source_group,Combined,prefix,B,0.803233,case72_1,case72,3536,55,3510,29,0.008262108262108263,0.9926470588235294,True,True,True,False,0.008262108262108263
source_group,Combined,prefix,B,0.803233,case72_3,case72,1664,0,1664,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,prefix,B,0.803233,case72_4,case72,3440,860,2762,182,0.06589427950760318,0.8029069767441861,True,True,True,False,0.06589427950760318
source_group,Combined,prefix,B,0.803233,case75_1,case75,2400,343,2127,70,0.032910202162670425,0.88625,True,True,True,False,0.032910202162670425
source_group,Combined,prefix,B,0.803233,case81_1,case81,2448,2,2448,2,0.0008169934640522876,1.0,True,True,True,False,0.0008169934640522876
source_group,Combined,prefix,B,0.803233,case81_2,case81,4384,119,4285,20,0.004667444574095682,0.9774178832116789,True,True,True,False,0.004667444574095682
source_group,Combined,prefix,B,0.803233,case84,case84,3488,1313,2731,556,0.20358842914683267,0.7829701834862385,False,True,False,False,0.20358842914683267
source_group,Combined,prefix,B,0.803233,case86_1,case86,2400,199,2227,26,0.011674898967220475,0.9279166666666666,True,True,True,False,0.011674898967220475
source_group,Combined,prefix,B,0.803233,case86_2,case86,1712,3,1711,2,0.0011689070718877848,0.9994158878504673,True,True,True,False,0.0011689070718877848
source_group,Combined,prefix,B,0.803233,case8_1,case8,1840,53,1816,29,0.015969162995594713,0.9869565217391304,True,True,True,False,0.015969162995594713
source_group,Combined,prefix,B,0.803233,case8_2,case8,2256,6,2256,6,0.0026595744680851063,1.0,True,True,True,False,0.0026595744680851063
source_group,Combined,prefix,B,0.803233,case9,case9,2176,12,2170,6,0.0027649769585253456,0.9972426470588235,True,True,True,False,0.0027649769585253456
source_group,Combined,prefix,B,0.803233,case91_1,case91,2400,1462,1412,474,0.3356940509915014,0.5883333333333334,False,True,False,False,0.3356940509915014
source_group,Combined,prefix,B,0.803233,case91_2,case91,2400,974,1802,376,0.20865704772475027,0.7508333333333334,False,True,False,False,0.20865704772475027
source_group,Combined,prefix,B,0.803233,case91_3,case91,2400,2218,663,481,0.7254901960784313,0.27625,False,False,False,False,0.7254901960784313
source_group,Combined,prefix,B,0.803233,case91_4,case91,1744,1505,647,408,0.6306027820710973,0.3709862385321101,False,False,False,False,0.6306027820710973
source_group,Combined,prefix,B,0.803233,case91_5,case91,2400,1060,1853,513,0.2768483540205073,0.7720833333333333,False,True,False,False,0.2768483540205073
source_group,Combined,prefix,B,0.803233,case91_6,case91,1888,277,1756,145,0.08257403189066059,0.9300847457627118,True,True,True,False,0.08257403189066059
source_group,Combined,prefix,B,0.803233,case91_7,case91,3744,370,3535,161,0.04554455445544554,0.9441773504273504,True,True,True,False,0.04554455445544554
source_group,Combined,prefix,B,0.803233,case94,case94,2176,220,2088,132,0.06321839080459771,0.9595588235294118,True,True,True,False,0.06321839080459771
source_group,Combined,prefix,B,0.803233,case96_1,case96,1840,1220,813,193,0.23739237392373924,0.4418478260869565,False,False,False,False,0.23739237392373924
source_group,Combined,prefix,B,0.803233,case96_2,case96,2976,431,2681,136,0.05072734054457292,0.9008736559139785,True,True,True,False,0.05072734054457292
source_group,Combined,prefix,B,0.803233,case99,case99,2576,250,2402,76,0.03164029975020816,0.9324534161490683,True,True,True,False,0.03164029975020816
source_group,Combined,full_tie_groups,A,0.945352,case10_1,case10,3408,1357,2855,804,0.2816112084063047,0.8377347417840375,False,True,False,False,0.2816112084063047
source_group,Combined,full_tie_groups,A,0.945352,case10_2,case10,3568,992,3489,913,0.26167956434508455,0.9778587443946188,False,True,False,False,0.26167956434508455
source_group,Combined,full_tie_groups,A,0.945352,case11,case11,1808,69,1770,31,0.01751412429378531,0.9789823008849557,True,True,True,False,0.01751412429378531
source_group,Combined,full_tie_groups,A,0.945352,case13_1,case13,1568,219,1551,202,0.13023855577047067,0.9891581632653061,True,True,True,False,0.13023855577047067
source_group,Combined,full_tie_groups,A,0.945352,case13_2,case13,3280,123,3235,78,0.0241112828438949,0.9862804878048781,True,True,True,False,0.0241112828438949
source_group,Combined,full_tie_groups,A,0.945352,case13_3,case13,2816,34,2811,29,0.01031661330487371,0.9982244318181818,True,True,True,False,0.01031661330487371
source_group,Combined,full_tie_groups,A,0.945352,case19,case19,1536,1523,270,257,0.9518518518518518,0.17578125,False,False,False,False,0.9518518518518518
source_group,Combined,full_tie_groups,A,0.945352,case20_6,case20,2400,1028,1888,516,0.2733050847457627,0.7866666666666666,False,True,False,False,0.2733050847457627
source_group,Combined,full_tie_groups,A,0.945352,case20_7,case20,2720,940,2347,567,0.2415850021303792,0.8628676470588236,False,True,False,False,0.2415850021303792
source_group,Combined,full_tie_groups,A,0.945352,case20_8,case20,3728,1954,2673,899,0.3363262252151141,0.7170064377682404,False,True,False,False,0.3363262252151141
source_group,Combined,full_tie_groups,A,0.945352,case20_9,case20,2400,610,2053,263,0.12810521188504628,0.8554166666666667,True,True,True,False,0.12810521188504628
source_group,Combined,full_tie_groups,A,0.945352,case24_1,case24,2400,178,2378,156,0.0656013456686291,0.9908333333333333,True,True,True,False,0.0656013456686291
source_group,Combined,full_tie_groups,A,0.945352,case24_2,case24,2400,0,2400,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,A,0.945352,case24_3,case24,2432,0,2432,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,A,0.945352,case24_4,case24,2400,74,2395,69,0.02881002087682672,0.9979166666666667,True,True,True,False,0.02881002087682672
source_group,Combined,full_tie_groups,A,0.945352,case24_5,case24,2400,55,2390,45,0.01882845188284519,0.9958333333333333,True,True,True,False,0.01882845188284519
source_group,Combined,full_tie_groups,A,0.945352,case24_6,case24,3536,411,3400,275,0.08088235294117647,0.9615384615384616,True,True,True,False,0.08088235294117647
source_group,Combined,full_tie_groups,A,0.945352,case27,case27,3984,781,3556,353,0.09926884139482564,0.892570281124498,True,True,True,False,0.09926884139482564
source_group,Combined,full_tie_groups,A,0.945352,case31,case31,2928,58,2926,56,0.019138755980861243,0.9993169398907104,True,True,True,False,0.019138755980861243
source_group,Combined,full_tie_groups,A,0.945352,case34_1,case34,1936,549,1764,377,0.213718820861678,0.9111570247933884,False,True,False,False,0.213718820861678
source_group,Combined,full_tie_groups,A,0.945352,case34_2,case34,1984,26,1982,24,0.012108980827447022,0.998991935483871,True,True,True,False,0.012108980827447022
source_group,Combined,full_tie_groups,A,0.945352,case36_1,case36,5344,3350,4201,2207,0.5253511068793144,0.7861152694610778,False,True,False,False,0.5253511068793144
source_group,Combined,full_tie_groups,A,0.945352,case36_2,case36,2400,1799,1794,1193,0.664994425863991,0.7475,False,True,False,False,0.664994425863991
source_group,Combined,full_tie_groups,A,0.945352,case36_3,case36,3248,1704,2558,1014,0.3964034401876466,0.7875615763546798,False,True,False,False,0.3964034401876466
source_group,Combined,full_tie_groups,A,0.945352,case36_4,case36,2048,1964,1356,1272,0.9380530973451328,0.662109375,False,True,False,False,0.9380530973451328
source_group,Combined,full_tie_groups,A,0.945352,case38_2,case38,4064,1552,3466,954,0.27524523946912866,0.8528543307086615,False,True,False,False,0.27524523946912866
source_group,Combined,full_tie_groups,A,0.945352,case3_1,case3,3168,314,3046,192,0.06303348653972422,0.961489898989899,True,True,True,False,0.06303348653972422
source_group,Combined,full_tie_groups,A,0.945352,case3_2,case3,1504,663,1103,262,0.23753399818676338,0.7333776595744681,False,True,False,False,0.23753399818676338
source_group,Combined,full_tie_groups,A,0.945352,case40,case40,2544,643,2209,308,0.13942960615663197,0.8683176100628931,True,True,True,False,0.13942960615663197
source_group,Combined,full_tie_groups,A,0.945352,case43,case43,4160,269,3974,83,0.020885757423251133,0.9552884615384616,True,True,True,False,0.020885757423251133
source_group,Combined,full_tie_groups,A,0.945352,case47_2,case47,2400,118,2354,72,0.03058623619371283,0.9808333333333333,True,True,True,False,0.03058623619371283
source_group,Combined,full_tie_groups,A,0.945352,case47_3,case47,2400,0,2400,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,A,0.945352,case47_4,case47,2128,0,2128,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,A,0.945352,case47_5,case47,1952,0,1952,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,A,0.945352,case51_1,case51,2800,196,2752,148,0.05377906976744186,0.9828571428571429,True,True,True,False,0.05377906976744186
source_group,Combined,full_tie_groups,A,0.945352,case51_10,case51,3488,64,3484,60,0.01722158438576349,0.9988532110091743,True,True,True,False,0.01722158438576349
source_group,Combined,full_tie_groups,A,0.945352,case51_2,case51,4000,310,3922,232,0.059153493115757266,0.9805,True,True,True,False,0.059153493115757266
source_group,Combined,full_tie_groups,A,0.945352,case51_3,case51,3360,302,3235,177,0.05471406491499227,0.9627976190476191,True,True,True,False,0.05471406491499227
source_group,Combined,full_tie_groups,A,0.945352,case51_4,case51,2400,15,2398,13,0.005421184320266889,0.9991666666666666,True,True,True,False,0.005421184320266889
source_group,Combined,full_tie_groups,A,0.945352,case51_5,case51,2400,221,2295,116,0.050544662309368195,0.95625,True,True,True,False,0.050544662309368195
source_group,Combined,full_tie_groups,A,0.945352,case51_6,case51,2400,37,2385,22,0.009224318658280923,0.99375,True,True,True,False,0.009224318658280923
source_group,Combined,full_tie_groups,A,0.945352,case51_7,case51,2144,560,1722,138,0.08013937282229965,0.8031716417910447,True,True,True,False,0.08013937282229965
source_group,Combined,full_tie_groups,A,0.945352,case51_8,case51,2400,394,2368,362,0.15287162162162163,0.9866666666666667,False,True,False,False,0.15287162162162163
source_group,Combined,full_tie_groups,A,0.945352,case51_9,case51,2400,617,2299,516,0.22444541104828186,0.9579166666666666,False,True,False,False,0.22444541104828186
source_group,Combined,full_tie_groups,A,0.945352,case54_1,case54,3376,1710,2133,467,0.21894045944678855,0.6318127962085308,False,True,False,False,0.21894045944678855
source_group,Combined,full_tie_groups,A,0.945352,case54_2,case54,2144,350,2005,211,0.10523690773067332,0.9351679104477612,True,True,True,False,0.10523690773067332
source_group,Combined,full_tie_groups,A,0.945352,case5_4,case5,2400,19,2397,16,0.006675010429703796,0.99875,True,True,True,False,0.006675010429703796
source_group,Combined,full_tie_groups,A,0.945352,case5_6,case5,2800,187,2760,147,0.05326086956521739,0.9857142857142858,True,True,True,False,0.05326086956521739
source_group,Combined,full_tie_groups,A,0.945352,case61_2,case61,3184,534,3056,406,0.13285340314136126,0.9597989949748744,True,True,True,False,0.13285340314136126
source_group,Combined,full_tie_groups,A,0.945352,case61_3,case61,3536,203,3482,149,0.04279149913842619,0.9847285067873304,True,True,True,False,0.04279149913842619
source_group,Combined,full_tie_groups,A,0.945352,case64,case64,1296,459,1042,205,0.1967370441458733,0.8040123456790124,False,True,False,False,0.1967370441458733
source_group,Combined,full_tie_groups,A,0.945352,case67,case67,3056,1318,2326,588,0.2527944969905417,0.7611256544502618,False,True,False,False,0.2527944969905417
source_group,Combined,full_tie_groups,A,0.945352,case6_2,case6,2400,2227,919,746,0.8117519042437432,0.3829166666666667,False,False,False,False,0.8117519042437432
source_group,Combined,full_tie_groups,A,0.945352,case6_3,case6,3360,3132,1032,804,0.7790697674418605,0.30714285714285716,False,False,False,False,0.7790697674418605
source_group,Combined,full_tie_groups,A,0.945352,case71_1,case71,2048,647,1741,340,0.19529006318207925,0.85009765625,False,True,False,False,0.19529006318207925
source_group,Combined,full_tie_groups,A,0.945352,case71_2,case71,2400,785,1999,384,0.192096048024012,0.8329166666666666,False,True,False,False,0.192096048024012
source_group,Combined,full_tie_groups,A,0.945352,case71_5,case71,3616,89,3559,32,0.00899128968811464,0.9842367256637168,True,True,True,False,0.00899128968811464
source_group,Combined,full_tie_groups,A,0.945352,case74_1,case74,2512,1111,1878,477,0.2539936102236422,0.7476114649681529,False,True,False,False,0.2539936102236422
source_group,Combined,full_tie_groups,A,0.945352,case74_2,case74,1904,41,1888,25,0.013241525423728813,0.9915966386554622,True,True,True,False,0.013241525423728813
source_group,Combined,full_tie_groups,A,0.945352,case79,case79,1216,934,548,266,0.4854014598540146,0.4506578947368421,False,False,False,False,0.4854014598540146
source_group,Combined,full_tie_groups,A,0.945352,case7_2,case7,2096,98,2047,49,0.023937469467513434,0.9766221374045801,True,True,True,False,0.023937469467513434
source_group,Combined,full_tie_groups,A,0.945352,case80_1,case80,2560,151,2504,95,0.03793929712460064,0.978125,True,True,True,False,0.03793929712460064
source_group,Combined,full_tie_groups,A,0.945352,case80_2,case80,2400,11,2395,6,0.0025052192066805845,0.9979166666666667,True,True,True,False,0.0025052192066805845
source_group,Combined,full_tie_groups,A,0.945352,case80_3,case80,2400,0,2400,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,A,0.945352,case80_4,case80,2400,0,2400,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,A,0.945352,case80_5,case80,2192,0,2192,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,A,0.945352,case80_6,case80,2400,0,2400,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,A,0.945352,case80_7,case80,2400,0,2400,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,A,0.945352,case80_8,case80,2320,6,2317,3,0.001294777729823047,0.9987068965517242,True,True,True,False,0.001294777729823047
source_group,Combined,full_tie_groups,A,0.945352,case83_2,case83,6048,117,6041,110,0.01820890581029631,0.9988425925925926,True,True,True,False,0.01820890581029631
source_group,Combined,full_tie_groups,A,0.945352,case83_3,case83,2144,0,2144,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,A,0.945352,case85_7,case85,2400,1069,1787,456,0.25517627308338,0.7445833333333334,False,True,False,False,0.25517627308338
source_group,Combined,full_tie_groups,A,0.945352,case85_8,case85,3520,762,3104,346,0.11146907216494846,0.8818181818181818,True,True,True,False,0.11146907216494846
source_group,Combined,full_tie_groups,A,0.945352,case89,case89,2384,264,2372,252,0.10623946037099494,0.9949664429530202,True,True,True,False,0.10623946037099494
source_group,Combined,full_tie_groups,A,0.945352,case90_1,case90,2400,42,2377,19,0.007993268826251577,0.9904166666666666,True,True,True,False,0.007993268826251577
source_group,Combined,full_tie_groups,A,0.945352,case90_3,case90,2864,149,2795,80,0.028622540250447227,0.9759078212290503,True,True,True,False,0.028622540250447227
source_group,Combined,full_tie_groups,A,0.945352,case93_1,case93,3472,359,3282,169,0.05149299207800122,0.9452764976958525,True,True,True,False,0.05149299207800122
source_group,Combined,full_tie_groups,A,0.945352,case93_2,case93,3760,379,3553,172,0.0484097945398255,0.9449468085106383,True,True,True,False,0.0484097945398255
source_group,Combined,full_tie_groups,A,0.945352,case95_1,case95,4144,999,3766,621,0.16489644184811472,0.9087837837837838,False,True,False,False,0.16489644184811472
source_group,Combined,full_tie_groups,A,0.945352,case95_2,case95,1632,0,1632,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,A,0.945352,case95_3,case95,2400,2378,291,269,0.9243986254295533,0.12125,False,False,False,False,0.9243986254295533
source_group,Combined,full_tie_groups,A,0.945352,case95_4,case95,1520,570,1267,317,0.250197316495659,0.8335526315789473,False,True,False,False,0.250197316495659
source_group,Combined,full_tie_groups,A,0.945352,case97_1,case97,2400,2125,1209,934,0.7725392886683209,0.50375,False,True,False,False,0.7725392886683209
source_group,Combined,full_tie_groups,A,0.945352,case97_2,case97,2464,1901,1484,921,0.6206199460916442,0.6022727272727273,False,True,False,False,0.6206199460916442
source_group,Combined,full_tie_groups,A,0.945352,case97_3,case97,2032,837,1741,546,0.31361286616886846,0.8567913385826772,False,True,False,False,0.31361286616886846
source_group,Combined,full_tie_groups,B,0.803233,case100,case100,3008,133,2969,94,0.03166049174806332,0.9870345744680851,True,True,True,False,0.03166049174806332
source_group,Combined,full_tie_groups,B,0.803233,case12_1,case12,2944,223,2810,89,0.031672597864768684,0.954483695652174,True,True,True,False,0.031672597864768684
source_group,Combined,full_tie_groups,B,0.803233,case12_2,case12,3968,869,3375,276,0.08177777777777778,0.850554435483871,True,True,True,False,0.08177777777777778
source_group,Combined,full_tie_groups,B,0.803233,case12_3,case12,1696,0,1696,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,B,0.803233,case14_1,case14,2400,2346,600,546,0.91,0.25,False,False,False,False,0.91
source_group,Combined,full_tie_groups,B,0.803233,case14_2,case14,2400,2376,592,568,0.9594594594594594,0.24666666666666667,False,False,False,False,0.9594594594594594
source_group,Combined,full_tie_groups,B,0.803233,case14_3,case14,6048,5392,1803,1147,0.6361619523017193,0.29811507936507936,False,False,False,False,0.6361619523017193
source_group,Combined,full_tie_groups,B,0.803233,case14_4,case14,2320,2114,1052,846,0.8041825095057035,0.453448275862069,False,False,False,False,0.8041825095057035
source_group,Combined,full_tie_groups,B,0.803233,case14_5,case14,2560,2219,1227,886,0.7220863895680522,0.479296875,False,False,False,False,0.7220863895680522
source_group,Combined,full_tie_groups,B,0.803233,case14_6,case14,3200,3098,798,696,0.8721804511278195,0.249375,False,False,False,False,0.8721804511278195
source_group,Combined,full_tie_groups,B,0.803233,case1_2,case1,3456,3,3453,0,0.0,0.9991319444444444,True,True,True,False,0.0
source_group,Combined,full_tie_groups,B,0.803233,case23,case23,2912,751,2557,396,0.15486898709425106,0.8780906593406593,False,True,False,False,0.15486898709425106
source_group,Combined,full_tie_groups,B,0.803233,case25_2,case25,2176,101,2135,60,0.02810304449648712,0.9811580882352942,True,True,True,False,0.02810304449648712
source_group,Combined,full_tie_groups,B,0.803233,case29_1,case29,3424,463,3171,210,0.06622516556291391,0.9261098130841121,True,True,True,False,0.06622516556291391
source_group,Combined,full_tie_groups,B,0.803233,case29_2,case29,2608,48,2590,30,0.011583011583011582,0.9930981595092024,True,True,True,False,0.011583011583011582
source_group,Combined,full_tie_groups,B,0.803233,case2_3,case2,2400,0,2400,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,B,0.803233,case2_5,case2,2736,51,2724,39,0.014317180616740088,0.9956140350877193,True,True,True,False,0.014317180616740088
source_group,Combined,full_tie_groups,B,0.803233,case2_6,case2,1584,0,1584,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,B,0.803233,case2_8,case2,2896,102,2844,50,0.017580872011251757,0.9820441988950276,True,True,True,False,0.017580872011251757
source_group,Combined,full_tie_groups,B,0.803233,case2_9,case2,1792,0,1792,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,B,0.803233,case30,case30,3584,140,3512,68,0.0193621867881549,0.9799107142857143,True,True,True,False,0.0193621867881549
source_group,Combined,full_tie_groups,B,0.803233,case32_1,case32,3360,85,3327,52,0.01562969642320409,0.9901785714285715,True,True,True,False,0.01562969642320409
source_group,Combined,full_tie_groups,B,0.803233,case32_2,case32,1600,7,1600,7,0.004375,1.0,True,True,True,False,0.004375
source_group,Combined,full_tie_groups,B,0.803233,case32_3,case32,2640,480,2421,261,0.10780669144981413,0.9170454545454545,True,True,True,False,0.10780669144981413
source_group,Combined,full_tie_groups,B,0.803233,case32_4,case32,2960,459,2721,220,0.08085262771040058,0.9192567567567568,True,True,True,False,0.08085262771040058
source_group,Combined,full_tie_groups,B,0.803233,case32_5,case32,2400,25,2388,13,0.005443886097152429,0.995,True,True,True,False,0.005443886097152429
source_group,Combined,full_tie_groups,B,0.803233,case32_6,case32,2736,36,2725,25,0.009174311926605505,0.9959795321637427,True,True,True,False,0.009174311926605505
source_group,Combined,full_tie_groups,B,0.803233,case35_1,case35,2960,12,2960,12,0.004054054054054054,1.0,True,True,True,False,0.004054054054054054
source_group,Combined,full_tie_groups,B,0.803233,case35_2,case35,1440,0,1440,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,B,0.803233,case35_3,case35,3088,446,3055,413,0.13518821603927986,0.9893134715025906,True,True,True,False,0.13518821603927986
source_group,Combined,full_tie_groups,B,0.803233,case35_8,case35,1856,369,1835,348,0.1896457765667575,0.9886853448275862,False,True,False,False,0.1896457765667575
source_group,Combined,full_tie_groups,B,0.803233,case37_1,case37,2992,58,2960,26,0.008783783783783784,0.9893048128342246,True,True,True,False,0.008783783783783784
source_group,Combined,full_tie_groups,B,0.803233,case37_2,case37,2544,213,2454,123,0.05012224938875306,0.964622641509434,True,True,True,False,0.05012224938875306
source_group,Combined,full_tie_groups,B,0.803233,case37_3,case37,1632,0,1632,0,0.0,1.0,True,True,True,False,0.0
source_group,Combined,full_tie_groups,B,0.803233,case39_1,case39,4704,917,4303,516,0.11991633743899605,0.9147534013605442,True,True,True,False,0.11991633743899605
source_group,Combined,full_tie_groups,B,0.803233,case39_2,case39,4320,517,4115,312,0.07582017010935602,0.9525462962962963,True,True,True,False,0.07582017010935602
source_group,Combined,full_tie_groups,B,0.803233,case39_3,case39,2384,79,2370,65,0.027426160337552744,0.9941275167785235,True,True,True,False,0.027426160337552744
source_group,Combined,full_tie_groups,B,0.803233,case42,case42,4288,820,3806,338,0.08880714661061481,0.8875932835820896,True,True,True,False,0.08880714661061481
source_group,Combined,full_tie_groups,B,0.803233,case44_1,case44,2400,976,1633,209,0.12798530312308634,0.6804166666666667,True,True,True,False,0.12798530312308634
source_group,Combined,full_tie_groups,B,0.803233,case48,case48,2816,649,2397,230,0.09595327492699207,0.8512073863636364,True,True,True,False,0.09595327492699207
source_group,Combined,full_tie_groups,B,0.803233,case50_1,case50,3248,452,3113,317,0.10183103115965307,0.958435960591133,True,True,True,False,0.10183103115965307
source_group,Combined,full_tie_groups,B,0.803233,case50_2,case50,2400,14,2398,12,0.0050041701417848205,0.9991666666666666,True,True,True,False,0.0050041701417848205
source_group,Combined,full_tie_groups,B,0.803233,case50_3,case50,2400,1,2400,1,0.0004166666666666667,1.0,True,True,True,False,0.0004166666666666667
source_group,Combined,full_tie_groups,B,0.803233,case50_4,case50,3792,273,3672,153,0.041666666666666664,0.9683544303797469,True,True,True,False,0.041666666666666664
source_group,Combined,full_tie_groups,B,0.803233,case52,case52,3312,221,3211,120,0.03737153534724385,0.9695048309178744,True,True,True,False,0.03737153534724385
source_group,Combined,full_tie_groups,B,0.803233,case56_1,case56,2400,126,2344,70,0.029863481228668942,0.9766666666666667,True,True,True,False,0.029863481228668942
source_group,Combined,full_tie_groups,B,0.803233,case56_2,case56,1568,0,1568,0,0.0,1.0,True,True,True,False,0.0
